Rank,Economy (GDP per Capita),Health (Life Expectancy),Trust (Government Corruption),Happiness Score,Country,Happiness Rank,Freedom,Generosity,Family (Social Support),Year,Region
273,1,0.18611,0.08415,4.459,South Africa,116,0.42483,0.13656,1,2016,Sub-Saharan Africa
274,1,0.62007,0.07964,4.415,Sri Lanka,117,0.50817,0.46978,1,2016,Southern Asia
275,1,0.45091,0.08722,4.404,India,118,0.40285,0.25028,0,2016,Southern Asia
276,0,0.3988,0.20243,4.395,Myanmar,119,0.42692,0.81971,1,2016,Southeastern Asia
277,1,0.52116,0.10393,4.362,Egypt,120,0.18847,0.12706,0,2016,Middle East and Northern Africa
278,1,0.64083,0.03616,4.36,Armenia,121,0.14037,0.07793,1,2016,Central and Eastern Europe
279,1,0.30147,0.06686,4.356,Kenya,122,0.40576,0.41328,1,2016,Sub-Saharan Africa
280,1,0.58628,0.01829,4.324,Ukraine,123,0.12859,0.20363,1,2016,Central and Eastern Europe
281,1,0.29681,0.0326,4.276,Ghana,124,0.40973,0.21203,0,2016,Sub-Saharan Africa
282,0,0.188,0.06075,4.272,Congo (Kinshasa),125,0.15602,0.25458,1,2016,Sub-Saharan Africa
283,1,0.64035,0.3188,4.252,Georgia,126,0.32461,0.06786,0,2016,Central and Eastern Europe
284,1,0.28212,0.09753,4.236,Congo (Brazzaville),127,0.37938,0.12077,0,2016,Sub-Saharan Africa
285,0,0.40457,0.11681,4.219,Senegal,128,0.31056,0.19103,1,2016,Sub-Saharan Africa
286,1,0.67806,0.00615,4.217,Bulgaria,129,0.21219,0.12793,1,2016,Central and Eastern Europe
287,1,0.28639,0.17955,4.201,Mauritania,130,0.1268,0.22686,1,2016,Sub-Saharan Africa
288,0,0.1595,0.08582,4.193,Zimbabwe,131,0.25429,0.18503,1,2016,Sub-Saharan Africa
289,0,0.29364,0.07564,4.156,Malawi,132,0.4143,0.30968,0,2016,Sub-Saharan Africa
290,1,0.29759,0.10039,4.139,Sudan,133,0,0.18077,1,2016,Sub-Saharan Africa
291,1,0.3494,0.09314,4.121,Gabon,134,0.28098,0.06244,1,2016,Sub-Saharan Africa
292,0,0.16347,0.13647,4.073,Mali,135,0.27544,0.21064,1,2016,Sub-Saharan Africa
293,0,0.27494,0.14476,4.028,Haiti,136,0.12072,0.47958,0,2016,Latin America and Caribbean
294,1,0.34752,0.10769,3.974,Botswana,137,0.44089,0.12425,1,2016,Sub-Saharan Africa
295,0,0.29981,0.18437,3.956,Comoros,138,0.15412,0.1827,1,2016,Sub-Saharan Africa
296,1,0.04476,0.1553,3.916,Ivory Coast,139,0.40663,0.20338,1,2016,Sub-Saharan Africa
297,1,0.42494,0.08092,3.907,Cambodia,140,0.58852,0.40339,1,2016,Southeastern Asia
298,1,0.04991,0.08434,3.866,Angola,141,0.00589,0.12071,1,2016,Sub-Saharan Africa
299,0,0.26162,0.17176,3.856,Niger,142,0.38041,0.2097,1,2016,Sub-Saharan Africa
300,0,0.15781,0.13015,3.832,South Sudan,143,0.19662,0.25899,0,2016,Sub-Saharan Africa
301,0,0.03824,0.04952,3.763,Chad,144,0.12807,0.18667,1,2016,Sub-Saharan Africa
302,0,0.21297,0.12533,3.739,Burkina Faso,145,0.3337,0.24353,1,2016,Sub-Saharan Africa
303,0,0.19625,0.06442,3.739,Uganda,145,0.43653,0.27102,1,2016,Sub-Saharan Africa
304,1,0.31048,0.05892,3.724,Yemen,147,0.2287,0.09821,0,2016,Middle East and Northern Africa
305,0,0.37109,0.07506,3.695,Madagascar,148,0.13684,0.2204,0,2016,Sub-Saharan Africa
306,0,0.357,0.05099,3.666,Tanzania,149,0.3176,0.31472,1,2016,Sub-Saharan Africa
307,0,0.23165,0.04852,3.622,Liberia,150,0.25748,0.24063,1,2016,Sub-Saharan Africa
308,0,0.18829,0.1192,3.607,Guinea,151,0.30953,0.29914,0,2016,Sub-Saharan Africa
309,0,0.31865,0.50521,3.515,Rwanda,152,0.5432,0.23552,1,2016,Sub-Saharan Africa
310,0,0.21028,0.06681,3.484,Benin,153,0.39747,0.2018,0,2016,Sub-Saharan Africa
311,0,0.17344,0.07112,3.36,Afghanistan,154,0.1643,0.31268,0,2016,Southern Asia
312,0,0.24811,0.11587,3.303,Togo,155,0.34678,0.17517,0,2016,Sub-Saharan Africa
313,1,0.62994,0.17233,3.069,Syria,156,0.06912,0.48397,0,2016,Middle East and Northern Africa
314,0,0.15747,0.09419,2.905,Burundi,157,0.0432,0.2029,0,2016,Sub-Saharan Africa
315,2,0.796666503,0.315963835,7.537000179,Norway,1,0.635422587,0.362012237,2,2017,Western Europe
316,1,0.792565525,0.400770068,7.521999836,Denmark,2,0.626006722,0.355280489,2,2017,Western Europe
317,1,0.833552122,0.153526559,7.504000187,Iceland,3,0.627162635,0.475540221,2,2017,Western Europe
318,2,0.858131289,0.367007285,7.493999958,Switzerland,4,0.620070577,0.290549278,2,2017,Western Europe
319,1,0.80915767,0.382611543,7.468999863,Finland,5,0.617950857,0.245482773,2,2017,Western Europe
320,2,0.810696125,0.282661825,7.376999855,Netherlands,6,0.585384488,0.47048983,1,2017,Western Europe
321,1,0.834557652,0.287371516,7.315999985,Canada,7,0.611100912,0.435539722,1,2017,North America
322,1,0.816759706,0.382816702,7.31400013,New Zealand,8,0.61406213,0.500005126,2,2017,Australia and New Zealand
323,1,0.830875158,0.384398729,7.28399992,Sweden,9,0.612924099,0.385399252,1,2017,Western Europe
324,1,0.843886793,0.30118373,7.28399992,Australia,10,0.601607382,0.47769925,2,2017,Australia and New Zealand
325,1,0.838404,0.0852421,7.212999821,Israel,11,0.405988604,0.330082655,1,2017,Middle East and Northern Africa
326,1,0.759509265,0.100106589,7.078999996,Costa Rica,12,0.58013165,0.214613229,1,2017,Latin America and Caribbean
327,1,0.815328419,0.221060365,7.006000042,Austria,13,0.56776619,0.316472322,1,2017,Western Europe
328,2,0.774286628,0.135638788,6.993000031,United States,14,0.505740523,0.392578781,1,2017,North America
329,2,0.809782624,0.298388153,6.977000237,Ireland,15,0.573110342,0.427858323,2,2017,Western Europe
330,1,0.798950732,0.276731938,6.951000214,Germany,16,0.562511384,0.33626917,1,2017,Western Europe
331,1,0.818091869,0.251343131,6.890999794,Belgium,17,0.539770722,0.231503338,1,2017,Western Europe
332,2,0.845089495,0.318834424,6.862999916,Luxembourg,18,0.596627891,0.283180982,1,2017,Western Europe
333,1,0.805335939,0.265428066,6.714000225,United Kingdom,19,0.508190036,0.492774159,1,2017,Western Europe
334,1,0.819479704,0.082287982,6.65199995,Chile,20,0.376895279,0.326662421,1,2017,Latin America and Caribbean
335,2,0.726798236,0.324489564,6.647999763,United Arab Emirates,21,0.60834527,0.360941947,1,2017,Middle East and Northern Africa
336,1,0.616552353,0.111092761,6.635000229,Brazil,22,0.437453747,0.162349895,1,2017,Latin America and Caribbean
337,1,0.754444003,0.036872927,6.609000206,Czech Republic,23,0.490946174,0.088106759,1,2017,Central and Eastern Europe
338,1,0.695137084,0.059739888,6.598999977,Argentina,24,0.494519204,0.109457061,1,2017,Latin America and Caribbean
339,1,0.709978998,0.132774115,6.578000069,Mexico,25,0.412730008,0.120990433,1,2017,Latin America and Caribbean
340,2,0.949492395,0.464307785,6.572000027,Singapore,26,0.549840569,0.345965981,1,2017,Southeastern Asia
341,1,0.821944237,0.153066069,6.52699995,Malta,27,0.588767052,0.574730575,1,2017,Western Europe
342,1,0.719216824,0.178061873,6.453999996,Uruguay,28,0.579392254,0.175096929,1,2017,Latin America and Caribbean
343,1,0.54023999,0.077223279,6.453999996,Guatemala,29,0.531310618,0.283488393,1,2017,Latin America and Caribbean
344,1,0.706156135,0.070983924,6.452000141,Panama,30,0.550026834,0.210556939,1,2017,Latin America and Caribbean
345,1,0.844465852,0.172502428,6.441999912,France,31,0.470222116,0.129762307,1,2017,Western Europe
346,1,0.647239029,0.031612735,6.423999786,Thailand,32,0.580200732,0.57212311,1,2017,Southeastern Asia
347,1,0.793984234,0.063829236,6.421999931,Taiwan Province of China,33,0.361466587,0.258360475,1,2017,-
348,1,0.8889606,0.070914097,6.402999878,Spain,34,0.40878123,0.190133572,2,2017,Western Europe
349,2,0.710098088,0.439299256,6.375,Qatar,35,0.604130983,0.33047387,1,2017,Middle East and Northern Africa
350,1,0.595027924,0.046668742,6.356999874,Colombia,36,0.477487415,0.149014473,1,2017,Latin America and Caribbean
351,2,0.59014833,0.273432255,6.343999863,Saudi Arabia,37,0.449750572,0.147616014,1,2017,Middle East and Northern Africa
352,1,0.519983292,0.008964816,6.168000221,Trinidad and Tobago,38,0.518630743,0.325296462,1,2017,Latin America and Caribbean
353,2,0.632105708,0.21515955,6.105000019,Kuwait,39,0.496337593,0.228289798,1,2017,Middle East and Northern Africa
354,1,0.712732911,0.024210852,6.09800005,Slovakia,40,0.295817465,0.136544481,2,2017,Central and Eastern Europe
355,1,0.653133035,0.25704217,6.086999893,Bahrain,41,0.536746919,0.172668487,1,2017,Middle East and Northern Africa
356,1,0.618784428,0.065600708,6.084000111,Malaysia,42,0.402264982,0.41660893,1,2017,Southeastern Asia
357,1,0.653095961,0.130687982,6.071000099,Nicaragua,43,0.447551847,0.301674217,1,2017,Latin America and Caribbean
358,1,0.685636222,0.140134647,6.007999897,Ecuador,44,0.455198199,0.150112465,1,2017,Latin America and Caribbean
359,1,0.596018553,0.08998096,6.002999783,El Salvador,45,0.43245253,0.078257985,1,2017,Latin America and Caribbean
360,1,0.699475348,0.059307806,5.97300005,Poland,46,0.520342112,0.158465967,1,2017,Central and Eastern Europe
361,1,0.498272628,0.246528223,5.971000195,Uzbekistan,47,0.658248663,0.415983647,2,2017,Central and Eastern Europe
362,1,0.853144348,0.028028091,5.964000225,Italy,48,0.256450713,0.172789648,1,2017,Western Europe
363,1,0.547349334,0.032962881,5.962999821,Russia,49,0.373783112,0.052263822,1,2017,Central and Eastern Europe
364,1,0.450191766,0.096581072,5.955999851,Belize,50,0.547509372,0.240015641,1,2017,-
365,1,0.913475871,0.163760737,5.920000076,Japan,51,0.505625546,0.120572768,1,2017,Eastern Asia
366,1,0.62894994,0.011865643,5.90199995,Lithuania,52,0.234231785,0.010164657,1,2017,Central and Eastern Europe
367,1,0.617584646,0.14609611,5.872000217,Algeria,53,0.233335808,0.069436647,1,2017,Middle East and Northern Africa
368,1,0.638566971,0.073842727,5.849999905,Latvia,54,0.325707912,0.153074786,1,2017,Central and Eastern Europe
369,1,0.900214076,0.063282669,5.837999821,South Korea,55,0.257921666,0.206674367,1,2017,Eastern Asia
370,1,0.589465201,0.010091286,5.837999821,Moldova,56,0.240729049,0.208779126,1,2017,Central and Eastern Europe
371,1,0.685158312,0.004387901,5.824999809,Romania,57,0.457003742,0.133519918,1,2017,Central and Eastern Europe
372,1,0.47363025,0.060477726,5.822999954,Bolivia,58,0.558732927,0.225560725,1,2017,Latin America and Caribbean
373,1,0.43772608,0.25927034,5.822000027,Turkmenistan,59,0.418271929,0.249924988,1,2017,Central and Eastern Europe
374,1,0.606041551,0.119282886,5.818999767,Kazakhstan,60,0.437454283,0.201964423,1,2017,Central and Eastern Europe
375,1,0.834647238,0.155353352,5.809999943,North Cyprus,61,0.471203625,0.266845703,1,2017,Western Europe
376,1,0.790828228,0.045128979,5.757999897,Slovenia,62,0.572575808,0.242649093,1,2017,Central and Eastern Europe
377,1,0.630166113,0.047049087,5.715000153,Peru,63,0.450002879,0.126819715,1,2017,Latin America and Caribbean
378,1,0.638007462,0.042181555,5.629000187,Mauritius,64,0.491247326,0.360933751,1,2017,Sub-Saharan Africa
379,1,0.844714701,0.041237976,5.620999813,Cyprus,65,0.355111539,0.271254301,1,2017,Western Europe
380,1,0.695168316,0.183248922,5.611000061,Estonia,66,0.47913143,0.098890811,1,2017,Central and Eastern Europe
381,1,0.637714267,0.156313822,5.568999767,Belarus,67,0.295400262,0.155137509,1,2017,Central and Eastern Europe
382,1,0.52016902,0.09261021,5.525000095,Libya,68,0.46573323,0.152073666,1,2017,Middle East and Northern Africa
383,1,0.637605608,0.09967158,5.5,Turkey,69,0.3007406,0.046693042,1,2017,Middle East and Northern Africa
384,1,0.579250693,0.091065913,5.493000031,Paraguay,70,0.473507792,0.224150658,2,2017,Latin America and Caribbean
385,2,0.943062425,0.293933749,5.472000122,"Hong Kong S.A.R., China",71,0.490968645,0.374465793,1,2017,-
386,1,0.468009055,0.099331893,5.429999828,Philippines,72,0.585214674,0.193513423,1,2017,Southeastern Asia
387,1,0.650784671,0.040903781,5.394999981,Serbia,73,0.208715528,0.220125884,1,2017,Central and Eastern Europe
388,1,0.604590058,0.119803272,5.335999966,Jordan,74,0.418421149,0.17217046,1,2017,Middle East and Northern Africa
389,1,0.687763453,0.036636937,5.323999882,Hungary,75,0.175863519,0.078401662,1,2017,Central and Eastern Europe
390,1,0.641022384,0.055267781,5.31099987,Jamaica,76,0.474307239,0.233818337,1,2017,Latin America and Caribbean
391,1,0.701288521,0.04310311,5.293000221,Croatia,77,0.255772293,0.248002976,1,2017,Central and Eastern Europe
392,1,0.54145205,0.057471618,5.278999805,Kosovo,78,0.260287941,0.319931448,1,2017,Central and Eastern Europe
393,1,0.741415501,0.022794275,5.272999763,China,79,0.472787708,0.028806841,1,2017,Eastern Asia
394,1,0.402047783,0.124348067,5.269000053,Pakistan,80,0.235215262,0.315446019,1,2017,Southern Asia
395,1,0.492345721,0.015317135,5.262000084,Indonesia,81,0.443323463,0.611704588,1,2017,Southeastern Asia
396,1,0.617144227,0.064491123,5.25,Venezuela,82,0.153997123,0.06501963,1,2017,Latin America and Caribbean
397,1,0.667464674,0.088174194,5.236999989,Montenegro,83,0.194989055,0.197911024,1,2017,Central and Eastern Europe
398,1,0.597710669,0.087763183,5.235000134,Morocco,84,0.408158332,0.032209955,1,2017,Middle East and Northern Africa
399,1,0.540775776,0.180987507,5.234000206,Azerbaijan,85,0.398155838,0.04526934,1,2017,Central and Eastern Europe
400,1,0.574873745,0.113945253,5.230000019,Dominican Republic,86,0.552589834,0.18696785,1,2017,Latin America and Caribbean
401,1,0.810198903,0.043289777,5.227000237,Greece,87,0.095731251,0,1,2017,Western Europe
402,1,0.735081077,0.03751383,5.224999905,Lebanon,88,0.288515985,0.264450759,1,2017,Middle East and Northern Africa
403,1,0.795843542,0.015869452,5.195000172,Portugal,89,0.4984653,0.095102713,1,2017,Western Europe
404,1,0.705186307,0,5.18200016,Bosnia and Herzegovina,90,0.204403177,0.328867495,1,2017,Central and Eastern Europe
405,1,0.58256948,0.073345453,5.181000233,Honduras,91,0.34807986,0.236188874,1,2017,Latin America and Caribbean
406,1,0.644948184,0.060277794,5.175000191,Macedonia,92,0.325905979,0.253760964,1,2017,Central and Eastern Europe
407,0,0.113989137,0.282410324,5.151000023,Somalia,93,0.602126956,0.291631311,1,2017,-
408,1,0.652168989,0.087633237,5.073999882,Vietnam,94,0.571055591,0.234968051,1,2017,Southeastern Asia
409,1,0.05691573,0.026121566,5.073999882,Nigeria,95,0.394952565,0.230947196,1,2017,Sub-Saharan Africa
410,1,0.529235125,0.146377146,5.040999889,Tajikistan,96,0.471566707,0.248997644,1,2017,Central and Eastern Europe
411,1,0.495879292,0.17338039,5.011000156,Bhutan,97,0.501537681,0.474054545,1,2017,Southern Asia
412,1,0.553457797,0.039439179,5.004000187,Kyrgyzstan,98,0.454943389,0.428580374,1,2017,Central and Eastern Europe
413,0,0.504130781,0.072975546,4.961999893,Nepal,99,0.440305948,0.394096166,1,2017,Southern Asia
414,1,0.557783484,0.032902289,4.954999924,Mongolia,100,0.394143969,0.33846423,1,2017,Eastern Asia
415,1,0.18708007,0.072509497,4.828999996,South Africa,101,0.479246736,0.13936238,1,2017,Sub-Saharan Africa
416,1,0.613212049,0.086723149,4.804999828,Tunisia,102,0.28968069,0.049693357,1,2017,Middle East and Northern Africa
417,1,0.565666974,0.089282602,4.775000095,Palestinian Territories,103,0.254711062,0.114173174,1,2017,Middle East and Northern Africa
418,1,0.520187259,0.114381365,4.735000134,Egypt,104,0.282110155,0.128631443,1,2017,Middle East and Northern Africa
419,1,0.70821768,0.011051531,4.714000225,Bulgaria,105,0.289231718,0.113177694,1,2017,Central and Eastern Europe
420,0,0.005564754,0.071095176,4.709000111,Sierra Leone,106,0.318697691,0.293040901,1,2017,Sub-Saharan Africa
421,1,0.132892117,0.051306631,4.695000172,Cameroon,107,0.430388749,0.236298457,1,2017,Sub-Saharan Africa
422,1,0.639333189,0.048761073,4.691999912,Iran,108,0.249322608,0.387242913,1,2017,Middle East and Northern Africa
423,1,0.731159747,0.039864216,4.644000053,Albania,109,0.381498635,0.201312944,1,2017,Central and Eastern Europe
424,1,0.533241034,0.123717859,4.607999802,Bangladesh,110,0.478356659,0.172255352,1,2017,Southern Asia
425,1,0.338611811,0.093146972,4.573999882,Namibia,111,0.520303547,0.077133745,1,2017,-
426,1,0.30998835,0.064641319,4.552999973,Kenya,112,0.452763766,0.444860309,1,2017,Sub-Saharan Africa
427,0,0.106654435,0.179436386,4.550000191,Mozambique,113,0.480791092,0.322228104,1,2017,Sub-Saharan Africa
428,0,0.397522569,0.188816205,4.545000076,Myanmar,114,0.514492035,0.838075161,1,2017,Southeastern Asia
429,0,0.409362853,0.115460448,4.534999847,Senegal,115,0.377922267,0.183468893,1,2017,Sub-Saharan Africa
430,1,0.257835895,0.07821355,4.513999939,Zambia,116,0.461603492,0.249580145,1,2017,Sub-Saharan Africa
431,1,0.50118047,0.107215755,4.497000217,Iraq,117,0.288555533,0.199637264,1,2017,Middle East and Northern Africa
432,1,0.356578588,0.076046787,4.465000153,Gabon,118,0.312328577,0.043785378,1,2017,Sub-Saharan Africa
433,0,0.353409708,0.165455714,4.460000038,Ethiopia,119,0.408842742,0.31265074,1,2017,Sub-Saharan Africa
434,1,0.625130832,0.073653966,4.440000057,Sri Lanka,120,0.561213255,0.490863562,1,2017,Southern Asia
435,1,0.637524426,0.026674422,4.375999928,Armenia,121,0.198303267,0.083488092,1,2017,Central and Eastern Europe
436,1,0.455427617,0.092226885,4.315000057,India,122,0.469987005,0.231538489,1,2017,Southern Asia
437,1,0.28534928,0.136957005,4.291999817,Mauritania,123,0.096098043,0.201870024,1,2017,Sub-Saharan Africa
438,1,0.289957434,0.079618134,4.290999889,Congo (Brazzaville),124,0.435025871,0.120852128,1,2017,Sub-Saharan Africa
439,1,0.649546981,0.251666635,4.285999775,Georgia,125,0.309410036,0.054008815,1,2017,Central and Eastern Europe
440,0,0.191407025,0.060241356,4.28000021,Congo (Kinshasa),126,0.235961348,0.246455833,1,2017,Sub-Saharan Africa
441,0,0.169365674,0.104970247,4.190000057,Mali,127,0.306613743,0.183354199,1,2017,Sub-Saharan Africa
442,1,0.04864217,0.130061775,4.179999828,Ivory Coast,128,0.447706193,0.20123747,1,2017,Sub-Saharan Africa
443,1,0.429783404,0.068105951,4.168000221,Cambodia,129,0.633375823,0.385922968,1,2017,Southeastern Asia
444,1,0.290920824,0.08984752,4.138999939,Sudan,130,0.014995855,0.182317451,1,2017,Sub-Saharan Africa
445,1,0.295637727,0.02533637,4.119999886,Ghana,131,0.423026294,0.256923944,1,2017,Sub-Saharan Africa
446,1,0.575903952,0.023029471,4.096000195,Ukraine,132,0.122974776,0.270061463,1,2017,Central and Eastern Europe
447,0,0.217632607,0.057069719,4.080999851,Uganda,133,0.443185955,0.325766057,1,2017,Sub-Saharan Africa
448,0,0.215844259,0.120328106,4.032000065,Burkina Faso,134,0.324367851,0.250864685,1,2017,Sub-Saharan Africa
449,0,0.268505007,0.138572946,4.027999878,Niger,135,0.363658696,0.228673846,1,2017,Sub-Saharan Africa
450,0,0.315089583,0.072711654,3.970000029,Malawi,136,0.466914654,0.28717047,1,2017,Sub-Saharan Africa
451,0,0.041134715,0.053581882,3.936000109,Chad,137,0.162342027,0.21611385,1,2017,Sub-Saharan Africa
452,0,0.196763754,0.095375381,3.875,Zimbabwe,138,0.336384207,0.189143494,1,2017,Sub-Saharan Africa
453,1,0,0.11909464,3.808000088,Lesotho,139,0.390661299,0.157497272,1,2017,Sub-Saharan Africa
454,1,0.049868666,0.069720335,3.795000076,Angola,140,0,0.09792649,1,2017,Sub-Saharan Africa
455,0,0.180746779,0.06115783,3.79399991,Afghanistan,141,0.10617952,0.311870933,1,2017,Southern Asia
456,1,0.341755509,0.098583199,3.766000032,Botswana,142,0.505196333,0.099348448,1,2017,Sub-Saharan Africa
457,0,0.209930211,0.060929015,3.657000065,Benin,143,0.425962776,0.207948461,0,2017,Sub-Saharan Africa
458,0,0.375223309,0.067231975,3.644000053,Madagascar,144,0.189196765,0.20873253,1,2017,Sub-Saharan Africa
459,0,0.27732113,0.09987215,3.602999926,Haiti,145,0.030369857,0.489203781,1,2017,Latin America and Caribbean
460,1,0.310080916,0.056767423,3.592999935,Yemen,146,0.249463722,0.104125209,1,2017,Middle East and Northern Africa
461,0,0.163486004,0.116793513,3.59100008,South Sudan,147,0.147062436,0.285670817,1,2017,-
462,0,0.229918197,0.038948249,3.532999992,Liberia,148,0.332881182,0.266549885,1,2017,Sub-Saharan Africa
463,0,0.194129139,0.110937618,3.506999969,Guinea,149,0.348587513,0.264815092,1,2017,Sub-Saharan Africa
464,0,0.247105569,0.095665015,3.494999886,Togo,150,0.380426139,0.196896151,0,2017,Sub-Saharan Africa
465,0,0.326424807,0.455220014,3.470999956,Rwanda,151,0.581843853,0.252756029,1,2017,Sub-Saharan Africa
466,1,0.500533342,0.151347131,3.461999893,Syria,152,0.081539445,0.493663728,0,2017,Middle East and Northern Africa
467,1,0.364509284,0.066035107,3.348999977,Tanzania,153,0.390017778,0.354256362,1,2017,Sub-Saharan Africa
468,0,0.151610792,0.084147945,2.904999971,Burundi,154,0.059900753,0.204435185,1,2017,Sub-Saharan Africa
469,0,0.018772686,0.056565076,2.693000078,Central African Republic,155,0.270842046,0.280876487,0,2017,Sub-Saharan Africa
470,1,0.874,0.393,7.632,Finland,1,0.681,0.202,2,2018,Western Europe
471,1,0.861,0.34,7.594,Norway,2,0.686,0.286,2,2018,Western Europe
472,1,0.868,0.408,7.555,Denmark,3,0.683,0.284,2,2018,Western Europe
473,1,0.914,0.138,7.495,Iceland,4,0.677,0.353,2,2018,Western Europe
474,1,0.927,0.357,7.487,Switzerland,5,0.66,0.256,2,2018,Western Europe
475,1,0.878,0.295,7.441,Netherlands,6,0.638,0.333,1,2018,Western Europe
476,1,0.896,0.291,7.328,Canada,7,0.653,0.321,2,2018,North America
477,1,0.876,0.389,7.324,New Zealand,8,0.669,0.365,2,2018,Australia and New Zealand
478,1,0.913,0.383,7.314,Sweden,9,0.659,0.285,2,2018,Western Europe
479,1,0.91,0.302,7.272,Australia,10,0.647,0.361,2,2018,Australia and New Zealand
480,1,0.888,0.082,7.19,United Kingdom,11,0.464,0.262,1,2018,Western Europe
481,1,0.891,0.224,7.139,Austria,12,0.617,0.242,2,2018,Western Europe
482,1,0.817,0.101,7.072,Costa Rica,13,0.632,0.143,1,2018,Latin America and Caribbean
483,1,0.876,0.306,6.977,Ireland,14,0.614,0.307,2,2018,Western Europe
484,1,0.861,0.28,6.965,Germany,15,0.586,0.273,1,2018,Western Europe
485,1,0.894,0.24,6.927,Belgium,16,0.583,0.188,1,2018,Western Europe
486,2,0.896,0.321,6.91,Luxembourg,17,0.632,0.196,2,2018,Western Europe
487,1,0.819,0.133,6.886,United States,18,0.547,0.291,1,2018,North America
488,1,0.883,0.272,6.814,Israel,19,0.533,0.354,2,2018,Middle East and Northern Africa
490,1,0.854,0.034,6.711,Czech Republic,21,0.543,0.064,1,2018,Central and Eastern Europe
491,1,0.884,0.142,6.627,Malta,22,0.645,0.376,2,2018,Western Europe
492,1,0.908,0.176,6.489,France,23,0.52,0.098,1,2018,Western Europe
493,1,0.761,0.095,6.488,Mexico,24,0.479,0.069,1,2018,Latin America and Caribbean
494,1,0.808,0.061,6.476,Chile,25,0.431,0.197,1,2018,Latin America and Caribbean
495,1,0.857,0.078,6.441,Taiwan,26,0.418,0.151,1,2018,Eastern Asia
496,1,0.759,0.063,6.43,Panama,27,0.597,0.125,1,2018,Latin America and Caribbean
497,1,0.675,0.088,6.419,Brazil,28,0.493,0.11,1,2018,Latin America and Caribbean
498,1,0.744,0.054,6.388,Argentina,29,0.57,0.062,1,2018,Latin America and Caribbean
499,1,0.608,0.071,6.382,Guatemala,30,0.604,0.179,1,2018,Latin America and Caribbean
500,1,0.771,0.155,6.379,Uruguay,31,0.625,0.13,1,2018,Latin America and Caribbean
501,2,0.748,0.171,6.374,Qatar,32,0.654,0.256,1,2018,Middle East and Northern Africa
502,1,0.633,0.127,6.371,Saudi Arabia,33,0.509,0.098,1,2018,Middle East and Northern Africa
503,2,1.008,0.457,6.343,Singapore,34,0.631,0.261,1,2018,Southeastern Asia
504,1,0.669,0.059,6.322,Malaysia,35,0.356,0.311,1,2018,Southeastern Asia
505,1,0.965,0.074,6.31,Spain,36,0.449,0.142,2,2018,Western Europe
506,1,0.635,0.039,6.26,Colombia,37,0.531,0.099,1,2018,Latin America and Caribbean
507,1,0.564,0.019,6.192,Trinidad & Tobago,38,0.575,0.171,1,2018,-
508,1,0.776,0.014,6.173,Slovakia,39,0.354,0.118,2,2018,Central and Eastern Europe
509,1,0.639,0.082,6.167,El Salvador,40,0.461,0.065,1,2018,Latin America and Caribbean
510,1,0.7,0.128,6.141,Nicaragua,41,0.527,0.208,1,2018,Latin America and Caribbean
511,1,0.781,0.064,6.123,Poland,42,0.546,0.108,1,2018,Central and Eastern Europe
512,1,0.698,0.123,6.105,Bahrain,43,0.594,0.243,1,2018,Middle East and Northern Africa
513,1,0.605,0.259,6.096,Uzbekistan,44,0.724,0.328,2,2018,Central and Eastern Europe
514,1,0.675,0.106,6.083,Kuwait,45,0.554,0.167,1,2018,Middle East and Northern Africa
515,1,0.707,0.029,6.072,Thailand,46,0.637,0.364,1,2018,Southeastern Asia
516,1,0.946,0.028,6,Italy,47,0.281,0.137,2,2018,Western Europe
517,1,0.736,0.12,5.973,Ecuador,48,0.556,0.114,1,2018,Latin America and Caribbean
518,1,0.474,0.089,5.956,Belize,49,0.593,0.183,1,2018,-
519,1,0.716,0.006,5.952,Lithuania,50,0.35,0.026,2,2018,Central and Eastern Europe
520,1,0.856,0.051,5.948,Slovenia,51,0.633,0.16,2,2018,Central and Eastern Europe
521,1,0.726,0.001,5.945,Romania,52,0.528,0.088,1,2018,Central and Eastern Europe
522,1,0.671,0.066,5.933,Latvia,53,0.363,0.092,1,2018,Central and Eastern Europe
523,1,0.988,0.15,5.915,Japan,54,0.553,0.079,1,2018,Eastern Asia
524,1,0.684,0.05,5.891,Mauritius,55,0.584,0.245,1,2018,Sub-Saharan Africa
525,1,0.693,0.031,5.89,Jamaica,56,0.575,0.096,1,2018,Latin America and Caribbean
526,1,0.955,0.051,5.875,South Korea,57,0.244,0.175,1,2018,Eastern Asia
527,1,0.909,0.154,5.835,Northern Cyprus,58,0.495,0.179,1,2018,-
528,1,0.599,0.025,5.81,Russia,59,0.399,0.065,1,2018,Central and Eastern Europe
529,1,0.631,0.121,5.79,Kazakhstan,60,0.454,0.148,2,2018,Central and Eastern Europe
530,1,0.909,0.035,5.762,Cyprus,61,0.423,0.202,1,2018,Western Europe
531,1,0.508,0.054,5.752,Bolivia,62,0.606,0.141,1,2018,Latin America and Caribbean
532,1,0.737,0.174,5.739,Estonia,63,0.553,0.086,2,2018,Central and Eastern Europe
533,1,0.615,0.074,5.681,Paraguay,64,0.541,0.162,2,2018,Latin America and Caribbean
534,1,0.674,0.034,5.663,Peru,65,0.53,0.092,1,2018,Latin America and Caribbean
535,1,0.578,0.023,5.662,Kosovo,66,0.448,0.274,1,2018,Central and Eastern Europe
536,1,0.62,0,5.64,Moldova,67,0.232,0.171,1,2018,Central and Eastern Europe
